_id;album;musica;compositor;genero
3085;Van Halen;I'm The One;Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth;Rock
3086;Van Halen;Jamies Cryin;Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth;Rock
3087;Van Halen;Atomic Punk;Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth;Rock
3088;Van Halen;Feel Your Love Tonight;Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth;Rock
3089;Van Halen;Little Dreamer;Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth;Rock
3090;Van Halen;Ice Cream Man;John Brim;Rock
3091;Van Halen;On Fire;Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth;Rock
3092;Van Halen III;Neworld;Van Halen;Rock
3093;Van Halen III;Without You;Van Halen;Rock
3094;Van Halen III;One I Want;Van Halen;Rock
3095;Van Halen III;From Afar;Van Halen;Rock
3096;Van Halen III;Dirty Water Dog;Van Halen;Rock
3097;Van Halen III;Once;Van Halen;Rock
3098;Van Halen III;Fire in the Hole;Van Halen;Rock
3099;Van Halen III;Josephina;Van Halen;Rock
3100;Van Halen III;Year to the Day;Van Halen;Rock
3101;Van Halen III;Primary;Van Halen;Rock
3102;Van Halen III;Ballot or the Bullet;Van Halen;Rock
3103;Van Halen III;How Many Say I;Van Halen;Rock
3104;Contraband;Sucker Train Blues;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3105;Contraband;Do It For The Kids;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3106;Contraband;Big Machine;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3107;Contraband;Illegal I Song;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3108;Contraband;Spectacle;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3109;Contraband;Fall To Pieces;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3110;Contraband;Headspace;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3111;Contraband;Superhuman;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3112;Contraband;Set Me Free;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3113;Contraband;You Got No Right;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3114;Contraband;Slither;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3115;Contraband;Dirty Little Thing;Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash;Rock
3116;Contraband;Loving The Alien;Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash;Rock
3225;Un-Led-Ed;Your Time Is Gonna Come;Page, Jones;Rock
3276;Speak of the Devil;Sympton of the Universe;;Rock
3277;Speak of the Devil;Snowblind;;Rock
3278;Speak of the Devil;Black Sabbath;;Rock
3279;Speak of the Devil;Fairies Wear Boots;;Rock
3280;Speak of the Devil;War Pigs;;Rock
3281;Speak of the Devil;The Wizard;;Rock
3282;Speak of the Devil;N.I.B.;;Rock
3283;Speak of the Devil;Sweet Leaf;;Rock
3284;Speak of the Devil;Never Say Die;;Rock
3285;Speak of the Devil;Sabbath, Bloody Sabbath;;Rock
3286;Speak of the Devil;Iron Man/Children of the Grave;;Rock
3287;Speak of the Devil;Paranoid;;Rock
3288;20th Century Masters - The Millennium Collection: The Best of Scorpions;Rock You Like a Hurricane;;Rock
3289;20th Century Masters - The Millennium Collection: The Best of Scorpions;No One Like You;;Rock
3290;20th Century Masters - The Millennium Collection: The Best of Scorpions;The Zoo;;Rock
3291;20th Century Masters - The Millennium Collection: The Best of Scorpions;Loving You Sunday Morning;;Rock
3292;20th Century Masters - The Millennium Collection: The Best of Scorpions;Still Loving You;;Rock
3293;20th Century Masters - The Millennium Collection: The Best of Scorpions;Big City Nights;;Rock
3294;20th Century Masters - The Millennium Collection: The Best of Scorpions;Believe in Love;;Rock
3295;20th Century Masters - The Millennium Collection: The Best of Scorpions;Rhythm of Love;;Rock
3296;20th Century Masters - The Millennium Collection: The Best of Scorpions;I Can't Explain;;Rock
3297;20th Century Masters - The Millennium Collection: The Best of Scorpions;Tease Me Please Me;;Rock
3298;20th Century Masters - The Millennium Collection: The Best of Scorpions;Wind of Change;;Rock
3299;20th Century Masters - The Millennium Collection: The Best of Scorpions;Send Me an Angel;;Rock
3353;Every Kind of Light;I Guess You're Right;"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris";Rock
3355;Every Kind of Light;Love Comes;"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris";Rock
63;Warner 25 Anos;Desafinado;;Jazz
64;Warner 25 Anos;Garota De Ipanema;;Jazz
65;Warner 25 Anos;Samba De Uma Nota Só (One Note Samba);;Jazz
66;Warner 25 Anos;Por Causa De Você;;Jazz
67;Warner 25 Anos;Ligia;;Jazz
68;Warner 25 Anos;Fotografia;;Jazz
69;Warner 25 Anos;Dindi (Dindi);;Jazz
70;Warner 25 Anos;Se Todos Fossem Iguais A Você (Instrumental);;Jazz
71;Warner 25 Anos;Falando De Amor;;Jazz
72;Warner 25 Anos;Angela;;Jazz
73;Warner 25 Anos;Corcovado (Quiet Nights Of Quiet Stars);;Jazz
74;Warner 25 Anos;Outra Vez;;Jazz
75;Warner 25 Anos;O Boto (Bôto);;Jazz
76;Warner 25 Anos;Canta, Canta Mais;;Jazz
123;The Best Of Billy Cobham;Quadrant;Billy Cobham;Jazz
124;The Best Of Billy Cobham;Snoopy's search-Red baron;Billy Cobham;Jazz
125;The Best Of Billy Cobham;"Spanish moss-""A sound portrait""-Spanish moss";Billy Cobham;Jazz
126;The Best Of Billy Cobham;Moon germs;Billy Cobham;Jazz
127;The Best Of Billy Cobham;Stratus;Billy Cobham;Jazz
128;The Best Of Billy Cobham;The pleasant pheasant;Billy Cobham;Jazz
129;The Best Of Billy Cobham;Solo-Panhandler;Billy Cobham;Jazz
130;The Best Of Billy Cobham;Do what cha wanna;George Duke;Jazz
456;Heart of the Night;Heart of the Night;;Jazz
457;Heart of the Night;De La Luz;;Jazz
458;Heart of the Night;Westwood Moon;;Jazz
459;Heart of the Night;Midnight;;Jazz
460;Heart of the Night;Playtime;;Jazz
461;Heart of the Night;Surrender;;Jazz
462;Heart of the Night;Valentino's;;Jazz
463;Heart of the Night;Believe;;Jazz
464;Heart of the Night;As We Sleep;;Jazz
465;Heart of the Night;When Evening Falls;;Jazz
466;Heart of the Night;J Squared;;Jazz
467;Heart of the Night;Best Thing;;Jazz
597;The Essential Miles Davis [Disc 1];Now's The Time;Miles Davis;Jazz
598;The Essential Miles Davis [Disc 1];Jeru;Miles Davis;Jazz
599;The Essential Miles Davis [Disc 1];Compulsion;Miles Davis;Jazz
600;The Essential Miles Davis [Disc 1];Tempus Fugit;Miles Davis;Jazz
601;The Essential Miles Davis [Disc 1];Walkin';Miles Davis;Jazz
602;The Essential Miles Davis [Disc 1];'Round Midnight;Miles Davis;Jazz
603;The Essential Miles Davis [Disc 1];Bye Bye Blackbird;Miles Davis;Jazz
604;The Essential Miles Davis [Disc 1];New Rhumba;Miles Davis;Jazz
605;The Essential Miles Davis [Disc 1];Generique;Miles Davis;Jazz
606;The Essential Miles Davis [Disc 1];Summertime;Miles Davis;Jazz
607;The Essential Miles Davis [Disc 1];So What;Miles Davis;Jazz
608;The Essential Miles Davis [Disc 1];The Pan Piper;Miles Davis;Jazz
609;The Essential Miles Davis [Disc 1];Someday My Prince Will Come;Miles Davis;Jazz
610;The Essential Miles Davis [Disc 2];My Funny Valentine (Live);Miles Davis;Jazz
611;The Essential Miles Davis [Disc 2];E.S.P.;Miles Davis;Jazz
612;The Essential Miles Davis [Disc 2];Nefertiti;Miles Davis;Jazz
613;The Essential Miles Davis [Disc 2];Petits Machins (Little Stuff);Miles Davis;Jazz
614;The Essential Miles Davis [Disc 2];Miles Runs The Voodoo Down;Miles Davis;Jazz
615;The Essential Miles Davis [Disc 2];Little Church (Live);Miles Davis;Jazz
616;The Essential Miles Davis [Disc 2];Black Satin;Miles Davis;Jazz
617;The Essential Miles Davis [Disc 2];Jean Pierre (Live);Miles Davis;Jazz
618;The Essential Miles Davis [Disc 2];Time After Time;Miles Davis;Jazz
619;The Essential Miles Davis [Disc 2];Portia;Miles Davis;Jazz
624;Up An' Atom;Jeepers Creepers;;Jazz
625;Up An' Atom;Blue Rythm Fantasy;;Jazz
626;Up An' Atom;Drum Boogie;;Jazz
627;Up An' Atom;Let Me Off Uptown;;Jazz
628;Up An' Atom;Leave Us Leap;;Jazz
629;Up An' Atom;Opus No.1;;Jazz
630;Up An' Atom;Boogie Blues;;Jazz
631;Up An' Atom;How High The Moon;;Jazz
632;Up An' Atom;Disc Jockey Jump;;Jazz
633;Up An' Atom;Up An' Atom;;Jazz
634;Up An' Atom;Bop Boogie;;Jazz
635;Up An' Atom;Lemon Drop;;Jazz
636;Up An' Atom;Coronation Drop;;Jazz
637;Up An' Atom;Overtime;;Jazz
638;Up An' Atom;Imagination;;Jazz
639;Up An' Atom;Don't Take Your Love From Me;;Jazz
640;Up An' Atom;Midget;;Jazz
641;Up An' Atom;I'm Coming Virginia;;Jazz
642;Up An' Atom;Payin' Them Dues Blues;;Jazz
643;Up An' Atom;Jungle Drums;;Jazz
644;Up An' Atom;Showcase;;Jazz
645;Up An' Atom;Swedish Schnapps;;Jazz
842;Outbreak;Roll Call;Jim Beard;Jazz
843;Outbreak;Otay;John Scofield, Robert Aries, Milton Chambers and Gary Grainger;Jazz
844;Outbreak;Groovus Interruptus;Jim Beard;Jazz
845;Outbreak;Paris On Mine;Jon Herington;Jazz
846;Outbreak;In Time;Sylvester Stewart;Jazz
847;Outbreak;Plan B;Dean Brown, Dennis Chambers & Jim Beard;Jazz
848;Outbreak;Outbreak;Jim Beard & Jon Herington;Jazz
849;Outbreak;Baltimore, DC;John Scofield;Jazz
850;Outbreak;Talkin Loud and Saying Nothin;James Brown & Bobby Byrd;Jazz
1102;Quanta Gente Veio ver--Bônus De Carnaval;Doce De Carnaval (Candy All);;Jazz
1103;Quanta Gente Veio ver--Bônus De Carnaval;Lamento De Carnaval;;Jazz
1104;Quanta Gente Veio ver--Bônus De Carnaval;Pretinha;;Jazz
1188;Blue Moods;Colibri;Richard Bull;Jazz
1189;Blue Moods;Love Is The Colour;R. Carless;Jazz
1190;Blue Moods;Magnetic Ocean;Patrick Claher/Richard Bull;Jazz
1191;Blue Moods;Deep Waters;Richard Bull;Jazz
1192;Blue Moods;L'Arc En Ciel De Miles;Kevin Robinson/Richard Bull;Jazz
1193;Blue Moods;Gypsy;Kevin Robinson;Jazz
1194;Blue Moods;Journey Into Sunlight;Jean Paul Maunick;Jazz
1195;Blue Moods;Sunchild;Graham Harvey;Jazz
1196;Blue Moods;Millenium;Maxton Gig Beesley Jnr.;Jazz
1197;Blue Moods;Thinking 'Bout Tomorrow;Fayyaz Virgi/Richard Bull;Jazz
1198;Blue Moods;Jacob's Ladder;Julian Crampton;Jazz
1199;Blue Moods;She Wears Black;G Harvey/R Hope-Taylor;Jazz
1200;Blue Moods;Dark Side Of The Cog;Jean Paul Maunick;Jazz
1902;Miles Ahead;Springsville;J. Carisi;Jazz
1903;Miles Ahead;The Maids Of Cadiz;L. Delibes;Jazz
1904;Miles Ahead;The Duke;Dave Brubeck;Jazz
1905;Miles Ahead;My Ship;Ira Gershwin, Kurt Weill;Jazz
1906;Miles Ahead;Miles Ahead;Miles Davis, Gil Evans;Jazz
1907;Miles Ahead;Blues For Pablo;Gil Evans;Jazz
1908;Miles Ahead;New Rhumba;A. Jamal;Jazz
1909;Miles Ahead;The Meaning Of The Blues;R. Troup, L. Worth;Jazz
1910;Miles Ahead;Lament;J.J. Johnson;Jazz
1911;Miles Ahead;I Don't Wanna Be Kissed (By Anyone But You);H. Spina, J. Elliott;Jazz
1912;Miles Ahead;Springsville (Alternate Take);J. Carisi;Jazz
1913;Miles Ahead;Blues For Pablo (Alternate Take);Gil Evans;Jazz
1914;Miles Ahead;The Meaning Of The Blues/Lament (Alternate Take);J.J. Johnson/R. Troup, L. Worth;Jazz
1915;Miles Ahead;I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take);H. Spina, J. Elliott;Jazz
2523;Morning Dance;Morning Dance;Jay Beckenstein;Jazz
2524;Morning Dance;Jubilee;Jeremy Wall;Jazz
2525;Morning Dance;Rasul;Jeremy Wall;Jazz
2526;Morning Dance;Song For Lorraine;Jay Beckenstein;Jazz
2527;Morning Dance;Starburst;Jeremy Wall;Jazz
2528;Morning Dance;Heliopolis;Jay Beckenstein;Jazz
2529;Morning Dance;It Doesn't Matter;Chet Catallo;Jazz
2530;Morning Dance;Little Linda;Jeremy Wall;Jazz
2531;Morning Dance;End Of Romanticism;Rick Strauss;Jazz
3349;Quiet Songs;Amanda;Luca Gusella;Jazz
3350;Quiet Songs;Despertar;Andrea Dulbecco;Jazz
3357;Worlds;OAM's Blues;Aaron Goldberg;Jazz
77;Plays Metallica By Four Cellos;Enter Sandman;Apocalyptica;Metal
78;Plays Metallica By Four Cellos;Master Of Puppets;Apocalyptica;Metal
79;Plays Metallica By Four Cellos;Harvester Of Sorrow;Apocalyptica;Metal
80;Plays Metallica By Four Cellos;The Unforgiven;Apocalyptica;Metal
81;Plays Metallica By Four Cellos;Sad But True;Apocalyptica;Metal
82;Plays Metallica By Four Cellos;Creeping Death;Apocalyptica;Metal
83;Plays Metallica By Four Cellos;Wherever I May Roam;Apocalyptica;Metal
84;Plays Metallica By Four Cellos;Welcome Home (Sanitarium);Apocalyptica;Metal
131;Alcohol Fueled Brewtality Live! [Disc 1];Intro/ Low Down;;Metal
132;Alcohol Fueled Brewtality Live! [Disc 1];13 Years Of Grief;;Metal
133;Alcohol Fueled Brewtality Live! [Disc 1];Stronger Than Death;;Metal
134;Alcohol Fueled Brewtality Live! [Disc 1];All For You;;Metal
135;Alcohol Fueled Brewtality Live! [Disc 1];Super Terrorizer;;Metal
136;Alcohol Fueled Brewtality Live! [Disc 1];Phoney Smile Fake Hellos;;Metal
137;Alcohol Fueled Brewtality Live! [Disc 1];Lost My Better Half;;Metal
138;Alcohol Fueled Brewtality Live! [Disc 1];Bored To Tears;;Metal
139;Alcohol Fueled Brewtality Live! [Disc 1];A.N.D.R.O.T.A.Z.;;Metal
140;Alcohol Fueled Brewtality Live! [Disc 1];Born To Booze;;Metal
141;Alcohol Fueled Brewtality Live! [Disc 1];World Of Trouble;;Metal
142;Alcohol Fueled Brewtality Live! [Disc 1];No More Tears;;Metal
143;Alcohol Fueled Brewtality Live! [Disc 1];The Begining... At Last;;Metal
144;Alcohol Fueled Brewtality Live! [Disc 2];Heart Of Gold;;Metal
145;Alcohol Fueled Brewtality Live! [Disc 2];Snowblind;;Metal
146;Alcohol Fueled Brewtality Live! [Disc 2];Like A Bird;;Metal
147;Alcohol Fueled Brewtality Live! [Disc 2];Blood In The Wall;;Metal
148;Alcohol Fueled Brewtality Live! [Disc 2];The Beginning...At Last;;Metal
149;Black Sabbath;Black Sabbath;;Metal
150;Black Sabbath;The Wizard;;Metal
151;Black Sabbath;Behind The Wall Of Sleep;;Metal
152;Black Sabbath;N.I.B.;;Metal
153;Black Sabbath;Evil Woman;;Metal
154;Black Sabbath;Sleeping Village;;Metal
155;Black Sabbath;Warning;;Metal
156;Black Sabbath Vol. 4 (Remaster);Wheels Of Confusion / The Straightener;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
157;Black Sabbath Vol. 4 (Remaster);Tomorrow's Dream;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
158;Black Sabbath Vol. 4 (Remaster);Changes;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
159;Black Sabbath Vol. 4 (Remaster);FX;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
160;Black Sabbath Vol. 4 (Remaster);Supernaut;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
161;Black Sabbath Vol. 4 (Remaster);Snowblind;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
162;Black Sabbath Vol. 4 (Remaster);Cornucopia;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
163;Black Sabbath Vol. 4 (Remaster);Laguna Sunrise;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
164;Black Sabbath Vol. 4 (Remaster);St. Vitus Dance;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
165;Black Sabbath Vol. 4 (Remaster);Under The Sun/Every Day Comes and Goes;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne;Metal
183;Chemical Wedding;King In Crimson;Roy Z;Metal
184;Chemical Wedding;Chemical Wedding;Roy Z;Metal
185;Chemical Wedding;The Tower;Roy Z;Metal
186;Chemical Wedding;Killing Floor;Adrian Smith;Metal
187;Chemical Wedding;Book Of Thel;Eddie Casillas/Roy Z;Metal
188;Chemical Wedding;Gates Of Urizen;Roy Z;Metal
189;Chemical Wedding;Jerusalem;Roy Z;Metal
190;Chemical Wedding;Trupets Of Jericho;Roy Z;Metal
191;Chemical Wedding;Machine Men;Adrian Smith;Metal
192;Chemical Wedding;The Alchemist;Roy Z;Metal
193;Chemical Wedding;Realword;Roy Z;Metal
408;Garage Inc. (Disc 1);Free Speech For The Dumb;Molaney/Morris/Roberts/Wainwright;Metal
409;Garage Inc. (Disc 1);It's Electric;Harris/Tatler;Metal
410;Garage Inc. (Disc 1);Sabbra Cadabra;Black Sabbath;Metal
411;Garage Inc. (Disc 1);Turn The Page;Seger;Metal
412;Garage Inc. (Disc 1);Die Die My Darling;Danzig;Metal
413;Garage Inc. (Disc 1);Loverman;Cave;Metal
414;Garage Inc. (Disc 1);Mercyful Fate;Diamond/Shermann;Metal
415;Garage Inc. (Disc 1);Astronomy;A.Bouchard/J.Bouchard/S.Pearlman;Metal
416;Garage Inc. (Disc 1);Whiskey In The Jar;Traditional;Metal
417;Garage Inc. (Disc 1);Tuesday's Gone;Collins/Van Zandt;Metal
418;Garage Inc. (Disc 1);The More I See;Molaney/Morris/Roberts/Wainwright;Metal
1121;Faceless;Straight Out Of Line;Sully Erna;Metal
1122;Faceless;Faceless;Sully Erna;Metal
1123;Faceless;Changes;"Sully Erna; Tony Rombola";Metal
1124;Faceless;Make Me Believe;Sully Erna;Metal
1125;Faceless;I Stand Alone;Sully Erna;Metal
1126;Faceless;Re-Align;Sully Erna;Metal
1127;Faceless;I Fucking Hate You;Sully Erna;Metal
1128;Faceless;Releasing The Demons;Sully Erna;Metal
1129;Faceless;Dead And Broken;Sully Erna;Metal
1130;Faceless;I Am;Sully Erna;Metal
1131;Faceless;The Awakening;Sully Erna;Metal
1132;Faceless;Serenity;"Sully Erna; Tony Rombola";Metal
1174;Use Your Illusion II;Civil War;Duff McKagan/Slash/W. Axl Rose;Metal
1175;Use Your Illusion II;14 Years;Izzy Stradlin'/W. Axl Rose;Metal
1176;Use Your Illusion II;Yesterdays;Billy/Del James/W. Axl Rose/West Arkeen;Metal
1177;Use Your Illusion II;KnockinOn Heavens Door;Bob Dylan;Metal
1178;Use Your Illusion II;Get In The Ring;Duff McKagan/Slash/W. Axl Rose;Metal
1179;Use Your Illusion II;Shotgun Blues;W. Axl Rose;Metal
1180;Use Your Illusion II;Breakdown;W. Axl Rose;Metal
1181;Use Your Illusion II;Pretty Tied Up;Izzy Stradlin';Metal
1182;Use Your Illusion II;Locomotive;Slash/W. Axl Rose;Metal
1183;Use Your Illusion II;So Fine;Duff McKagan;Metal
1184;Use Your Illusion II;Estranged;W. Axl Rose;Metal
1185;Use Your Illusion II;You Could Be Mine;Izzy Stradlin'/W. Axl Rose;Metal
1186;Use Your Illusion II;Don't Cry;Izzy Stradlin'/W. Axl Rose;Metal
1187;Use Your Illusion II;My World;W. Axl Rose;Metal
1212;A Real Dead One;The Number Of The Beast;Steve Harris;Metal
1213;A Real Dead One;The Trooper;Steve Harris;Metal
1214;A Real Dead One;Prowler;Steve Harris;Metal
1215;A Real Dead One;Transylvania;Steve Harris;Metal
1216;A Real Dead One;Remember Tomorrow;Paul Di'Anno/Steve Harris;Metal
1217;A Real Dead One;Where Eagles Dare;Steve Harris;Metal
1218;A Real Dead One;Sanctuary;David Murray/Paul Di'Anno/Steve Harris;Metal
1219;A Real Dead One;Running Free;Paul Di'Anno/Steve Harris;Metal
1220;A Real Dead One;Run To The Hilss;Steve Harris;Metal
1221;A Real Dead One;2 Minutes To Midnight;Adrian Smith/Bruce Dickinson;Metal
1222;A Real Dead One;Iron Maiden;Steve Harris;Metal
1223;A Real Dead One;Hallowed Be Thy Name;Steve Harris;Metal
1224;A Real Live One;Be Quick Or Be Dead;Bruce Dickinson/Janick Gers;Metal
1225;A Real Live One;From Here To Eternity;Steve Harris;Metal
1226;A Real Live One;Can I Play With Madness;Adrian Smith/Bruce Dickinson/Steve Harris;Metal
1227;A Real Live One;Wasting Love;Bruce Dickinson/Janick Gers;Metal
1228;A Real Live One;Tailgunner;Bruce Dickinson/Steve Harris;Metal
1229;A Real Live One;The Evil That Men Do;Adrian Smith/Bruce Dickinson/Steve Harris;Metal
1230;A Real Live One;Afraid To Shoot Strangers;Steve Harris;Metal
1231;A Real Live One;Bring Your Daughter... To The Slaughter;Bruce Dickinson;Metal
1232;A Real Live One;Heaven Can Wait;Steve Harris;Metal
1233;A Real Live One;The Clairvoyant;Steve Harris;Metal
1234;A Real Live One;Fear Of The Dark;Steve Harris;Metal
1289;Live After Death;2 Minutes To Midnight;Smith/Dickinson;Metal
1290;Live After Death;The Trooper;Harris;Metal
1291;Live After Death;Revelations;Dickinson;Metal
1292;Live After Death;Flight Of Icarus;Smith/Dickinson;Metal
1293;Live After Death;Rime Of The Ancient Mariner;;Metal
1294;Live After Death;Powerslave;;Metal
1295;Live After Death;The Number Of The Beast;Harris;Metal
1296;Live After Death;Hallowed Be Thy Name;Harris;Metal
1297;Live After Death;Iron Maiden;Harris;Metal
1298;Live After Death;Run To The Hills;Harris;Metal
1299;Live After Death;Running Free;Harris/Di Anno;Metal
1325;No Prayer For The Dying;Tailgunner;Bruce Dickinson/Steve Harris;Metal
1326;No Prayer For The Dying;Holy Smoke;Bruce Dickinson/Steve Harris;Metal
1327;No Prayer For The Dying;No Prayer For The Dying;Steve Harris;Metal
1328;No Prayer For The Dying;Public Enema Number One;Bruce Dickinson/David Murray;Metal
1329;No Prayer For The Dying;Fates Warning;David Murray/Steve Harris;Metal
1330;No Prayer For The Dying;The Assassin;Steve Harris;Metal
1331;No Prayer For The Dying;Run Silent Run Deep;Bruce Dickinson/Steve Harris;Metal
1332;No Prayer For The Dying;Hooks In You;Adrian Smith/Bruce Dickinson;Metal
1333;No Prayer For The Dying;Bring Your Daughter... ...To The Slaughter;Bruce Dickinson;Metal
1334;No Prayer For The Dying;Mother Russia;Steve Harris;Metal
1335;Piece Of Mind;Where Eagles Dare;Steve Harris;Metal
1336;Piece Of Mind;Revelations;Bruce Dickinson;Metal
1337;Piece Of Mind;Flight Of The Icarus;Adrian Smith/Bruce Dickinson;Metal
1338;Piece Of Mind;Die With Your Boots On;Adrian Smith/Bruce Dickinson/Steve Harris;Metal
1339;Piece Of Mind;The Trooper;Steve Harris;Metal
1340;Piece Of Mind;Still Life;David Murray/Steve Harris;Metal
1341;Piece Of Mind;Quest For Fire;Steve Harris;Metal
1342;Piece Of Mind;Sun And Steel;Adrian Smith/Bruce Dickinson;Metal
1343;Piece Of Mind;To Tame A Land;Steve Harris;Metal
1344;Powerslave;Aces High;Harris;Metal
1345;Powerslave;2 Minutes To Midnight;Smith/Dickinson;Metal
